w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
25,50,Optimal,1,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,2,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,3,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,4,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,5,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,6,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,7,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,8,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,9,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,10,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,11,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,12,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,13,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,14,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,15,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,16,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,17,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,18,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,19,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,20,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,21,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,22,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,23,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,24,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,25,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,26,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,27,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,28,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,29,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,Optimal,30,-,64.72228438552024,-,altstrobes-analysis,Entropy
25,50,k-mers,30,-,21.589239838262607,-,altstrobes-analysis,Entropy
25,50,altstrobes,1,-,26.89227263519822,-,altstrobes-analysis,Entropy
25,50,altstrobes,2,-,30.403230438607107,-,altstrobes-analysis,Entropy
25,50,altstrobes,3,-,33.054267196553674,-,altstrobes-analysis,Entropy
25,50,altstrobes,4,-,35.08577429045583,-,altstrobes-analysis,Entropy
25,50,altstrobes,5,-,36.625459896463006,-,altstrobes-analysis,Entropy
25,50,altstrobes,6,-,37.750082792448566,-,altstrobes-analysis,Entropy
25,50,altstrobes,7,-,38.532374608987396,-,altstrobes-analysis,Entropy
25,50,altstrobes,8,-,39.02694007962381,-,altstrobes-analysis,Entropy
25,50,altstrobes,9,-,39.282587658946674,-,altstrobes-analysis,Entropy
25,50,altstrobes,10,-,39.34567576726559,-,altstrobes-analysis,Entropy
25,50,altstrobes,11,-,39.26370774988652,-,altstrobes-analysis,Entropy
25,50,altstrobes,12,-,39.08990887438009,-,altstrobes-analysis,Entropy
25,50,altstrobes,13,-,38.87934048663255,-,altstrobes-analysis,Entropy
25,50,altstrobes,14,-,38.69088785815069,-,altstrobes-analysis,Entropy
25,50,randstrobes,15,-,38.59864038045746,-,altstrobes-analysis,Entropy
25,50,k-mers,0.0,-,21.589239838262607,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.1,-,26.026536911025982,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.2,-,29.128449693000032,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.3,-,31.625417183581817,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.4,-,33.67164143227786,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.5,-,35.3371285176895,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.6,-,36.658417760285936,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.7,-,37.65307296282461,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.8,-,38.32375456562959,-,mixedstrobes-analysis,Entropy
25,50,mixedstrobes,0.9,-,38.655627133973226,-,mixedstrobes-analysis,Entropy
25,50,randstrobes,1.0,-,38.59864038045747,-,mixedstrobes-analysis,Entropy
25,50,k-mers,30,60,10.039400000000002,-,altstrobes-analysis,p_match
25,50,altstrobes,1,60,10.9178,-,altstrobes-analysis,p_match
25,50,altstrobes,2,60,11.619099999999992,-,altstrobes-analysis,p_match
25,50,altstrobes,3,60,12.027200000000002,-,altstrobes-analysis,p_match
25,50,altstrobes,4,60,12.307499999999994,-,altstrobes-analysis,p_match
25,50,altstrobes,5,60,12.549700000000003,-,altstrobes-analysis,p_match
25,50,altstrobes,6,60,12.765199999999998,-,altstrobes-analysis,p_match
25,50,altstrobes,7,60,12.959099999999996,-,altstrobes-analysis,p_match
25,50,altstrobes,8,60,13.105999999999995,-,altstrobes-analysis,p_match
25,50,altstrobes,9,60,13.150699999999999,-,altstrobes-analysis,p_match
25,50,altstrobes,10,60,13.190499999999997,-,altstrobes-analysis,p_match
25,50,altstrobes,11,60,13.137499999999998,-,altstrobes-analysis,p_match
25,50,altstrobes,12,60,13.053500000000005,-,altstrobes-analysis,p_match
25,50,altstrobes,13,60,12.922299999999998,-,altstrobes-analysis,p_match
25,50,altstrobes,14,60,12.823599999999999,-,altstrobes-analysis,p_match
25,50,randstrobes,15,60,12.7349,-,altstrobes-analysis,p_match
25,50,k-mers,0.0,60,10.039400000000002,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.1,60,10.908699999999993,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.2,60,11.526899999999998,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.3,60,11.9842,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.4,60,12.334500000000002,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.5,60,12.616799999999998,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.6,60,12.820000000000004,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.7,60,12.958000000000002,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.8,60,13.0378,-,mixedstrobes-analysis,p_match
25,50,mixed-randstrobes,0.9,60,12.997699999999998,-,mixedstrobes-analysis,p_match
25,50,randstrobes,1.0,60,12.7349,-,mixedstrobes-analysis,p_match
