w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
16,50,k-mers,30,-,0,-,altstrobes-analysis,Entropy
16,50,altstrobes,1,-,6.015081306347155,-,altstrobes-analysis,Entropy
16,50,altstrobes,2,-,10.534313452993283,-,altstrobes-analysis,Entropy
16,50,altstrobes,3,-,14.240821965190138,-,altstrobes-analysis,Entropy
16,50,altstrobes,4,-,17.297819501697507,-,altstrobes-analysis,Entropy
16,50,altstrobes,5,-,19.78753771882429,-,altstrobes-analysis,Entropy
16,50,altstrobes,6,-,21.760603052478867,-,altstrobes-analysis,Entropy
16,50,altstrobes,7,-,23.251729154048665,-,altstrobes-analysis,Entropy
16,50,altstrobes,8,-,24.286409669545552,-,altstrobes-analysis,Entropy
16,50,altstrobes,9,-,24.884258974959536,-,altstrobes-analysis,Entropy
16,50,altstrobes,10,-,25.060829379950082,-,altstrobes-analysis,Entropy
16,50,altstrobes,11,-,24.828615900724092,-,altstrobes-analysis,Entropy
16,50,altstrobes,12,-,24.19753793146706,-,altstrobes-analysis,Entropy
16,50,altstrobes,13,-,23.174963343775005,-,altstrobes-analysis,Entropy
16,50,altstrobes,14,-,21.765087611776618,-,altstrobes-analysis,Entropy
16,50,randstrobes,15,-,19.966677790365292,-,altstrobes-analysis,Entropy
16,50,k-mers,0.0,-,0,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.1,-,6.490975550711917,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.2,-,10.561832485307354,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.3,-,13.644810155244775,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.4,-,16.03590352411347,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.5,-,17.86793306950449,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.6,-,19.210514502455293,-,mixedstrobes-analysis,Entropy
16,50,mixedstrobes,0.7,-,20.098923551000343,-,mixedstrobes-analysis,Entropy
