w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
35,50,k-mers,30,-,0,-,altstrobes-analysis,Entropy
35,50,altstrobes,1,-,5.886579865301282,-,altstrobes-analysis,Entropy
35,50,altstrobes,2,-,10.356174892182539,-,altstrobes-analysis,Entropy
35,50,altstrobes,3,-,14.027313141130676,-,altstrobes-analysis,Entropy
35,50,altstrobes,4,-,17.009358600172412,-,altstrobes-analysis,Entropy
35,50,altstrobes,5,-,19.325787591904852,-,altstrobes-analysis,Entropy
35,50,altstrobes,6,-,20.94150132568485,-,altstrobes-analysis,Entropy
35,50,altstrobes,7,-,21.91872347418025,-,altstrobes-analysis,Entropy
35,50,altstrobes,8,-,22.310939558780774,-,altstrobes-analysis,Entropy
35,50,altstrobes,9,-,22.14289096660451,-,altstrobes-analysis,Entropy
35,50,altstrobes,10,-,21.442948838795857,-,altstrobes-analysis,Entropy
35,50,altstrobes,11,-,20.24395352646377,-,altstrobes-analysis,Entropy
35,50,altstrobes,12,-,18.58547215691006,-,altstrobes-analysis,Entropy
35,50,altstrobes,13,-,16.517192315356258,-,altstrobes-analysis,Entropy
35,50,altstrobes,14,-,14.105655197714956,-,altstrobes-analysis,Entropy
35,50,randstrobes,15,-,11.455033076297815,-,altstrobes-analysis,Entropy
35,50,k-mers,0.0,-,0,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.1,-,7.627865972203528,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.2,-,12.059794649380828,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.3,-,15.14177482829048,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.4,-,17.24339137442746,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.5,-,18.517324531062076,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.6,-,19.025447424601342,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.7,-,18.76899767317865,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.8,-,17.682345916979784,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.9,-,15.569194348467278,-,mixedstrobes-analysis,Entropy
35,50,randstrobes,1.0,-,11.455033076297815,-,mixedstrobes-analysis,Entropy
35,50,continous altstrobes,1,-,25.961272861925718,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,2,-,26.13738005197863,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,3,-,26.106898219177534,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,4,-,25.87199493359228,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,5,-,25.433720572134796,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,6,-,24.794334120255268,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,7,-,23.967424913055858,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,8,-,22.962627448139106,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,9,-,21.787436585555813,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,10,-,20.449794430316818,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,11,-,18.95798887135606,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,12,-,17.320104077968395,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,13,-,15.54083387105968,-,multistrobes-analysis,Entropy
35,50,continous altstrobes,14,-,13.61288845540428,-,multistrobes-analysis,Entropy
35,50,randstrobes,15,-,11.455033076297815,-,multistrobes-analysis,Entropy
35,50,k-mers,30,38,9.929399999999998,-,altstrobes-analysis,p_match
