w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
150,200,k-mers,30,-,0,-,altstrobes-analysis,Entropy
150,200,altstrobes,1,-,7.370118819656216,-,altstrobes-analysis,Entropy
150,200,altstrobes,2,-,13.067213109288634,-,altstrobes-analysis,Entropy
150,200,altstrobes,3,-,17.77697542673166,-,altstrobes-analysis,Entropy
150,200,altstrobes,4,-,21.66612159698031,-,altstrobes-analysis,Entropy
150,200,altstrobes,5,-,24.821502252077764,-,altstrobes-analysis,Entropy
150,200,altstrobes,6,-,27.29903492566166,-,altstrobes-analysis,Entropy
150,200,altstrobes,7,-,29.139250362689992,-,altstrobes-analysis,Entropy
150,200,altstrobes,8,-,30.373989143470038,-,altstrobes-analysis,Entropy
150,200,altstrobes,9,-,31.029847317793582,-,altstrobes-analysis,Entropy
150,200,altstrobes,10,-,31.13019715333748,-,altstrobes-analysis,Entropy
150,200,altstrobes,11,-,30.69652714209409,-,altstrobes-analysis,Entropy
150,200,altstrobes,12,-,29.749477013420588,-,altstrobes-analysis,Entropy
150,200,altstrobes,13,-,28.30984540489502,-,altstrobes-analysis,Entropy
150,200,altstrobes,14,-,26.400002424294122,-,altstrobes-analysis,Entropy
150,200,randstrobes,15,-,24.047481556950462,-,altstrobes-analysis,Entropy
150,200,k-mers,0.0,-,0,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.1,-,8.558369972369125,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.2,-,13.966722280821374,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.3,-,18.076719455999257,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.4,-,21.26493116415275,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.5,-,23.692840076067913,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.6,-,25.43375584450614,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.7,-,26.504407348856006,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.8,-,26.861470306651793,-,mixedstrobes-analysis,Entropy
150,200,mixedstrobes,0.9,-,26.344148594722622,-,mixedstrobes-analysis,Entropy
150,200,randstrobes,1.0,-,24.047481556950462,-,mixedstrobes-analysis,Entropy
150,200,continous altstrobes,1,-,32.935964995920585,-,multistrobes-analysis,Entropy
