w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
95,100,k-mers,30,-,0,-,altstrobes-analysis,Entropy
95,100,altstrobes,1,-,5.254461557719715,-,altstrobes-analysis,Entropy
95,100,altstrobes,2,-,9.080679857457639,-,altstrobes-analysis,Entropy
95,100,altstrobes,3,-,12.093153588261428,-,altstrobes-analysis,Entropy
95,100,altstrobes,4,-,14.42784159474235,-,altstrobes-analysis,Entropy
95,100,altstrobes,5,-,16.14490939709553,-,altstrobes-analysis,Entropy
95,100,altstrobes,6,-,17.26457848166796,-,altstrobes-analysis,Entropy
95,100,altstrobes,7,-,17.85091423290705,-,altstrobes-analysis,Entropy
95,100,altstrobes,8,-,17.903916650812793,-,altstrobes-analysis,Entropy
95,100,altstrobes,9,-,17.42358573538519,-,altstrobes-analysis,Entropy
95,100,altstrobes,10,-,16.409921486624224,-,altstrobes-analysis,Entropy
95,100,altstrobes,11,-,14.862923904529955,-,altstrobes-analysis,Entropy
95,100,altstrobes,12,-,12.782592989102366,-,altstrobes-analysis,Entropy
95,100,altstrobes,13,-,10.186375817910445,-,altstrobes-analysis,Entropy
95,100,altstrobes,14,-,7.216860735877592,-,altstrobes-analysis,Entropy
95,100,randstrobes,15,-,4.136636511405689,-,altstrobes-analysis,Entropy
95,100,k-mers,0.0,-,0,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.1,-,7.249151959694897,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.2,-,11.273830343222434,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.3,-,13.91457531515165,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.4,-,15.53361594314075,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.5,-,16.273281987116732,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.6,-,16.18004761284543,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.7,-,15.230344418380804,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.8,-,13.313289495076793,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.9,-,10.12857929671475,-,mixedstrobes-analysis,Entropy
95,100,randstrobes,1.0,-,4.136636511405689,-,mixedstrobes-analysis,Entropy
95,100,continous altstrobes,1,-,23.209438145613454,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,2,-,23.097421480309777,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,3,-,22.768637125654404,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,4,-,22.231509774329044,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,5,-,21.491529513657603,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,6,-,20.552832880340688,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,7,-,19.425813202552753,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,8,-,18.111874643898826,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,9,-,16.613203776117984,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,10,-,14.93344345774895,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,11,-,13.079276540954476,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,12,-,11.061833850315178,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,13,-,8.898976452268228,-,multistrobes-analysis,Entropy
95,100,continous altstrobes,14,-,6.607602521833434,-,multistrobes-analysis,Entropy
95,100,randstrobes,15,-,4.136636511405689,-,multistrobes-analysis,Entropy
95,100,k-mers,30,68,22.829000000000004,-,altstrobes-analysis,p_match
95,100,altstrobes,1,68,26.26100000000001,-,altstrobes-analysis,p_match
95,100,altstrobes,2,68,26.25400000000001,-,altstrobes-analysis,p_match
95,100,altstrobes,3,68,26.105000000000008,-,altstrobes-analysis,p_match
95,100,altstrobes,4,68,26.252,-,altstrobes-analysis,p_match
95,100,altstrobes,5,68,26.439000000000018,-,altstrobes-analysis,p_match
95,100,altstrobes,6,68,26.580999999999978,-,altstrobes-analysis,p_match
95,100,altstrobes,7,68,26.599999999999998,-,altstrobes-analysis,p_match
95,100,altstrobes,8,68,26.690999999999995,-,altstrobes-analysis,p_match
95,100,altstrobes,9,68,26.58299999999999,-,altstrobes-analysis,p_match
95,100,altstrobes,10,68,26.432,-,altstrobes-analysis,p_match
95,100,altstrobes,11,68,26.234,-,altstrobes-analysis,p_match
95,100,altstrobes,12,68,25.90400000000001,-,altstrobes-analysis,p_match
95,100,altstrobes,13,68,25.514000000000006,-,altstrobes-analysis,p_match
95,100,altstrobes,14,68,25.191000000000013,-,altstrobes-analysis,p_match
95,100,randstrobes,15,68,25.062,-,altstrobes-analysis,p_match
95,100,k-mers,0.0,68,22.829000000000004,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.1,68,24.252000000000006,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.2,68,25.227000000000004,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.3,68,25.779999999999998,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.4,68,26.269,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.5,68,26.557000000000006,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.6,68,26.74400000000001,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.7,68,26.799000000000003,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.8,68,26.738000000000014,-,mixedstrobes-analysis,p_match
95,100,mixed-randstrobes,0.9,68,26.30300000000001,-,mixedstrobes-analysis,p_match
95,100,randstrobes,1.0,68,25.062,-,mixedstrobes-analysis,p_match
95,100,multistrobes,1,68,27.18799999999999,-,multistrobes-analysis,p_match
95,100,multistrobes,2,68,27.06,-,multistrobes-analysis,p_match
95,100,multistrobes,3,68,26.796000000000003,-,multistrobes-analysis,p_match
95,100,multistrobes,4,68,26.71499999999998,-,multistrobes-analysis,p_match
95,100,multistrobes,5,68,26.586000000000002,-,multistrobes-analysis,p_match
95,100,multistrobes,6,68,26.524999999999995,-,multistrobes-analysis,p_match
95,100,multistrobes,7,68,26.403,-,multistrobes-analysis,p_match
95,100,multistrobes,8,68,26.191000000000003,-,multistrobes-analysis,p_match
95,100,multistrobes,9,68,25.982000000000003,-,multistrobes-analysis,p_match
95,100,multistrobes,10,68,25.821,-,multistrobes-analysis,p_match
95,100,multistrobes,11,68,25.612000000000005,-,multistrobes-analysis,p_match
95,100,multistrobes,12,68,25.399000000000004,-,multistrobes-analysis,p_match
95,100,multistrobes,13,68,25.283999999999995,-,multistrobes-analysis,p_match
95,100,multistrobes,14,68,25.078000000000007,-,multistrobes-analysis,p_match
95,100,randstrobes,15,68,25.159000000000013,-,multistrobes-analysis,p_match
