w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
16,50,Optimal,1,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,2,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,3,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,4,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,5,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,6,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,7,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,8,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,9,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,10,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,11,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,12,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,13,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,14,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,15,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,16,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,17,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,18,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,19,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,20,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,21,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,22,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,23,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,24,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,25,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,26,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,27,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,28,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,29,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,Optimal,30,-,64.72228438552024,-,altstrobes-analysis,Entropy
16,50,k-mers,30,-,21.589239838262607,-,altstrobes-analysis,Entropy
16,50,altstrobes,1,-,26.072893341290868,-,altstrobes-analysis,Entropy
16,50,altstrobes,2,-,29.106225632255654,-,altstrobes-analysis,Entropy
16,50,altstrobes,3,-,31.47093728248599,-,altstrobes-analysis,Entropy
16,50,altstrobes,4,-,33.35540055607558,-,altstrobes-analysis,Entropy
16,50,altstrobes,5,-,34.858635700404,-,altstrobes-analysis,Entropy
16,50,altstrobes,6,-,36.04573918912722,-,altstrobes-analysis,Entropy
16,50,altstrobes,7,-,36.96529812727231,-,altstrobes-analysis,Entropy
16,50,altstrobes,8,-,37.656815536770026,-,altstrobes-analysis,Entropy
16,50,altstrobes,9,-,38.15450224948041,-,altstrobes-analysis,Entropy
16,50,altstrobes,10,-,38.48950477255675,-,altstrobes-analysis,Entropy
16,50,altstrobes,11,-,38.69142019157979,-,altstrobes-analysis,Entropy
16,50,altstrobes,12,-,38.78954094503604,-,altstrobes-analysis,Entropy
16,50,altstrobes,13,-,38.81415893447936,-,altstrobes-analysis,Entropy
16,50,altstrobes,14,-,38.79833491904319,-,altstrobes-analysis,Entropy
16,50,randstrobes,15,-,38.78092732180855,-,altstrobes-analysis,Entropy
16,50,k-mers,0.0,-,21.589239838262607,-,mixedstrobes-analysis,Entropy
