w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
35,50,Optimal,1,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,2,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,3,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,4,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,5,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,6,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,7,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,8,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,9,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,10,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,11,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,12,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,13,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,14,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,15,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,16,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,17,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,18,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,19,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,20,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,21,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,22,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,23,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,24,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,25,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,26,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,27,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,28,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,29,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,Optimal,30,-,64.72228438552024,-,altstrobes-analysis,Entropy
35,50,k-mers,30,-,21.589239838262607,-,altstrobes-analysis,Entropy
35,50,altstrobes,1,-,27.53357807103479,-,altstrobes-analysis,Entropy
35,50,altstrobes,2,-,31.342426989963897,-,altstrobes-analysis,Entropy
35,50,altstrobes,3,-,34.06358769218109,-,altstrobes-analysis,Entropy
35,50,altstrobes,4,-,35.99570558960941,-,altstrobes-analysis,Entropy
35,50,altstrobes,5,-,37.298820213205424,-,altstrobes-analysis,Entropy
35,50,altstrobes,6,-,38.08529659677848,-,altstrobes-analysis,Entropy
35,50,altstrobes,7,-,38.45828002696076,-,altstrobes-analysis,Entropy
35,50,altstrobes,8,-,38.508654435239976,-,altstrobes-analysis,Entropy
35,50,altstrobes,9,-,38.31566627949521,-,altstrobes-analysis,Entropy
35,50,altstrobes,10,-,37.94932816250605,-,altstrobes-analysis,Entropy
35,50,altstrobes,11,-,37.49350855812052,-,altstrobes-analysis,Entropy
35,50,altstrobes,12,-,37.009318354837816,-,altstrobes-analysis,Entropy
35,50,altstrobes,13,-,36.55777715177851,-,altstrobes-analysis,Entropy
35,50,altstrobes,14,-,36.20515994603787,-,altstrobes-analysis,Entropy
35,50,randstrobes,15,-,36.041365294885445,-,altstrobes-analysis,Entropy
35,50,k-mers,0.0,-,21.589239838262607,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.1,-,26.612689770411514,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.2,-,29.939740033262385,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.3,-,32.50031477369143,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.4,-,34.485660109672935,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.5,-,35.978597879447264,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.6,-,37.01724806953019,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.7,-,37.61129666130432,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.8,-,37.741579389319945,-,mixedstrobes-analysis,Entropy
35,50,mixedstrobes,0.9,-,37.336959514543416,-,mixedstrobes-analysis,Entropy
35,50,randstrobes,1.0,-,36.04136529488545,-,mixedstrobes-analysis,Entropy
35,50,k-mers,30,60,10.070999999999996,-,altstrobes-analysis,p_match
35,50,altstrobes,1,60,11.202399999999995,-,altstrobes-analysis,p_match
35,50,altstrobes,2,60,11.661900000000001,-,altstrobes-analysis,p_match
35,50,altstrobes,3,60,12.136299999999999,-,altstrobes-analysis,p_match
35,50,altstrobes,4,60,12.3647,-,altstrobes-analysis,p_match
35,50,altstrobes,5,60,12.609000000000002,-,altstrobes-analysis,p_match
35,50,altstrobes,6,60,12.791699999999999,-,altstrobes-analysis,p_match
35,50,altstrobes,7,60,12.976499999999994,-,altstrobes-analysis,p_match
35,50,altstrobes,8,60,13.033900000000003,-,altstrobes-analysis,p_match
35,50,altstrobes,9,60,13.082899999999995,-,altstrobes-analysis,p_match
35,50,altstrobes,10,60,13.038699999999997,-,altstrobes-analysis,p_match
35,50,altstrobes,11,60,12.978500000000002,-,altstrobes-analysis,p_match
35,50,altstrobes,12,60,12.8437,-,altstrobes-analysis,p_match
35,50,altstrobes,13,60,12.665399999999996,-,altstrobes-analysis,p_match
35,50,altstrobes,14,60,12.509599999999997,-,altstrobes-analysis,p_match
35,50,randstrobes,15,60,12.446799999999998,-,altstrobes-analysis,p_match
35,50,k-mers,0.0,60,10.070999999999996,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.1,60,10.9841,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.2,60,11.600199999999996,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.3,60,12.012299999999996,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.4,60,12.344900000000003,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.5,60,12.5712,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.6,60,12.744499999999993,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.7,60,12.8785,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.8,60,12.898699999999996,-,mixedstrobes-analysis,p_match
35,50,mixed-randstrobes,0.9,60,12.821399999999997,-,mixedstrobes-analysis,p_match
35,50,randstrobes,1.0,60,12.446799999999998,-,mixedstrobes-analysis,p_match
