w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
95,100,Optimal,1,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,2,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,3,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,4,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,5,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,6,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,7,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,8,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,9,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,10,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,11,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,12,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,13,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,14,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,15,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,16,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,17,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,18,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,19,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,20,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,21,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,22,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,23,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,24,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,25,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,26,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,27,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,28,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,29,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,Optimal,30,-,95.22640841864288,-,altstrobes-analysis,Entropy
95,100,k-mers,30,-,21.589239838262607,-,altstrobes-analysis,Entropy
95,100,altstrobes,1,-,27.68546551017297,-,altstrobes-analysis,Entropy
95,100,altstrobes,2,-,31.556565849521334,-,altstrobes-analysis,Entropy
95,100,altstrobes,3,-,34.11857811095435,-,altstrobes-analysis,Entropy
95,100,altstrobes,4,-,35.79781055382866,-,altstrobes-analysis,Entropy
95,100,altstrobes,5,-,36.82151227090104,-,altstrobes-analysis,Entropy
95,100,altstrobes,6,-,37.180121632794915,-,altstrobes-analysis,Entropy
95,100,altstrobes,7,-,37.198923925498455,-,altstrobes-analysis,Entropy
95,100,altstrobes,8,-,36.95718980543692,-,altstrobes-analysis,Entropy
95,100,altstrobes,9,-,36.524544335341304,-,altstrobes-analysis,Entropy
95,100,altstrobes,10,-,35.9649163728854,-,altstrobes-analysis,Entropy
95,100,altstrobes,11,-,35.3394874984267,-,altstrobes-analysis,Entropy
95,100,altstrobes,12,-,34.70943464576302,-,altstrobes-analysis,Entropy
95,100,altstrobes,13,-,34.13935870737613,-,altstrobes-analysis,Entropy
95,100,altstrobes,14,-,33.70330573046405,-,altstrobes-analysis,Entropy
95,100,randstrobes,15,-,33.50037260687109,-,altstrobes-analysis,Entropy
95,100,k-mers,0.0,-,21.589239838262607,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.1,-,26.609515957190094,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.2,-,29.84093059136731,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.3,-,32.26109475817968,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.4,-,34.069380788506024,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.5,-,35.35053654894568,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.6,-,36.14140912982758,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.7,-,36.44727746935162,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.8,-,36.23935930484093,-,mixedstrobes-analysis,Entropy
95,100,mixedstrobes,0.9,-,35.4229851438258,-,mixedstrobes-analysis,Entropy
95,100,randstrobes,1.0,-,33.5003726068711,-,mixedstrobes-analysis,Entropy
95,100,k-mers,30,60,23.024399999999996,-,altstrobes-analysis,p_match
95,100,altstrobes,1,60,25.901900000000012,-,altstrobes-analysis,p_match
95,100,altstrobes,2,60,26.3756,-,altstrobes-analysis,p_match
95,100,altstrobes,3,60,25.992200000000004,-,altstrobes-analysis,p_match
95,100,altstrobes,4,60,26.066000000000003,-,altstrobes-analysis,p_match
